"emp_id";"emp_name";"designation";"branch_id";"salary";"doj"
14727;"Amol Pandya";"Cashier";48994;94306.34;"2020-06-23"
14728;"Jyoti Ganesh";"Clerk";3781;57850.58;"2024-07-18"
14729;"Darpan Bali";"Manager";8290;86071.67;"2018-05-28"
14730;"Manbir Dey";"Manager";10474;131095.29;"2021-10-23"
14731;"Arya Rajagopalan";"Officer";17229;71041.05;"2024-09-25"
14732;"Mohini Karnik";"Clerk";288;110703.62;"2025-08-30"
14733;"Mohammed Rao";"Manager";21014;140141.53;"2019-03-27"
14734;"Lila Pillay";"Manager";7751;136877.9;"2024-11-04"
14735;"Jeremiah Bhatt";"Cashier";32175;66050.41;"2022-06-12"
14736;"Maya Kakar";"Officer";13747;137862.91;"2018-12-24"
14737;"Ekaja Ramesh";"Manager";35517;60343.7;"2023-11-03"
14738;"Abha Murty";"Officer";20150;28045.22;"2024-03-23"
14739;"Imaran Srinivas";"Clerk";33458;45576.25;"2022-01-26"
14740;"Yashodhara Comar";"Cashier";175;80551.53;"2023-11-13"
14741;"Yamini Lala";"Cashier";20627;52961.97;"2022-04-06"
14742;"Ekbal Nagy";"Manager";24278;111683.54;"2020-04-10"
14743;"Imaran Raja";"Cashier";4782;64950.36;"2019-07-15"
14744;"Nimrat Sachdeva";"Cashier";3676;39633.29;"2023-06-25"
14745;"Ekansh Sengupta";"Cashier";10290;56611.5;"2023-05-04"
14746;"Radha Banik";"Manager";6021;125121.91;"2019-07-18"
14747;"Wahab Konda";"Officer";44073;120096.16;"2020-06-28"
14748;"Hritik Sanghvi";"Cashier";883;114944.24;"2024-04-16"
14749;"Aditya Loyal";"Manager";13649;147923.24;"2020-09-16"
14750;"Ayush Bhagat";"Manager";34774;104387.88;"2019-09-30"
14751;"Hamsini Raju";"Manager";33613;28064.11;"2020-02-17"
14752;"Oviya Mishra";"Manager";18973;37728.57;"2020-09-19"
14753;"Sachi Krishna";"Manager";46740;142040.18;"2019-03-16"
14754;"Hemal Roy";"Manager";32284;57286.41;"2018-08-23"
14755;"Anita Saha";"Manager";18013;116872.05;"2024-03-02"
14756;"Christopher Prakash";"Cashier";4440;66402.57;"2023-01-13"
14757;"Chakrika Baral";"Clerk";14174;125277.27;"2022-09-09"
14758;"Aditya Ramachandran";"Clerk";30987;75895.73;"2020-06-18"
14759;"Ubika Khatri";"Clerk";25079;95219.43;"2024-11-28"
14760;"Amara Lad";"Cashier";29365;53265.78;"2019-06-10"
14761;"Ayush Warrior";"Officer";40092;50383.1;"2022-05-14"
14762;"Qarin Sem";"Clerk";44197;71204.07;"2024-10-28"
14763;"Prisha Ben";"Clerk";39501;31054.63;"2022-05-09"
14764;"Farhan Sekhon";"Manager";24050;76597.01;"2022-01-24"
14765;"Ria Bhalla";"Officer";2974;79867.26;"2017-12-30"
14766;"Bishakha Padmanabhan";"Clerk";19771;128679.74;"2023-05-26"
14767;"Advika Apte";"Manager";13343;84647.71;"2025-01-15"
14768;"Charvi D’Alia";"Cashier";40348;35818.57;"2022-07-16"
14769;"Aishani Rege";"Cashier";35076;148558.11;"2021-12-28"
14770;"Falan Boase";"Manager";37192;52728.51;"2025-06-10"
14771;"Ekapad Wadhwa";"Officer";25518;97325.31;"2019-11-13"
14772;"Pahal Bassi";"Clerk";28225;62185.05;"2018-02-15"
14773;"Arjun Gokhale";"Officer";22934;109748.64;"2019-05-21"
14774;"Ojas Yohannan";"Clerk";5508;107223.41;"2022-11-08"
14775;"Harsh Sachar";"Cashier";45416;146131.43;"2020-04-10"
14776;"Jeremiah Murty";"Cashier";24434;144040.7;"2023-01-28"
14777;"Hiral Sidhu";"Manager";24128;28965.95;"2018-05-03"
14778;"Harshil Khatri";"Cashier";7135;139518.35;"2021-02-11"
14779;"Ekani Vig";"Officer";45957;54088.82;"2018-08-28"
14780;"Ekiya Khanna";"Manager";35004;80968.29;"2018-12-27"
14781;"Gabriel Sama";"Officer";26926;122631.96;"2019-11-19"
14782;"Naveen Jayaraman";"Clerk";44158;119956.84;"2018-03-05"
14783;"Bhanumati Munshi";"Clerk";13008;25979.35;"2024-07-05"
14784;"Mohammed Biswas";"Clerk";13776;55084.51;"2020-08-09"
14785;"Gauri Lal";"Clerk";45319;89768.3;"2024-07-23"
14786;"Bahadurjit Palla";"Clerk";6793;107676.83;"2023-06-19"
14787;"Atharv Chacko";"Officer";267;121064.54;"2021-08-10"
14788;"Ishaan Balay";"Cashier";1776;101322.79;"2019-02-01"
14789;"Azaan Gill";"Clerk";32484;27019.33;"2024-10-07"
14790;"Sudiksha Ray";"Manager";1590;122276.52;"2021-07-26"
14791;"Om Sastry";"Clerk";35801;139613.36;"2023-10-10"
14792;"Aarna Vasa";"Officer";28098;89387.16;"2021-12-19"
14793;"Theodore Buch";"Officer";2629;126472.57;"2019-07-11"
14794;"Falak Thaker";"Clerk";25474;30353.05;"2020-05-27"
14795;"Unnati Gupta";"Clerk";30416;64309.77;"2019-02-18"
14796;"Simon Sunder";"Officer";27960;50317.16;"2024-01-19"
14797;"Hamsini Saraf";"Manager";23392;50644.85;"2025-06-07"
14798;"Raagini Mall";"Officer";12684;91239.47;"2023-11-24"
14799;"Ojasvi Ganguly";"Clerk";13189;48738.41;"2023-11-19"
14800;"Indrajit Shere";"Manager";36979;82549.26;"2019-08-23"
14801;"Imaran Kala";"Manager";39893;124642.8;"2023-12-19"
14802;"Vedant Puri";"Clerk";19308;83017.69;"2024-05-22"
14803;"Jai Kar";"Manager";41347;110927.78;"2020-01-07"
14804;"Darsh Sarin";"Cashier";6507;90454.76;"2024-05-18"
14805;"Pahal Tandon";"Officer";9084;38039.08;"2018-12-13"
14806;"Krishna Nagar";"Officer";12329;75470.63;"2021-10-13"
14807;"Rudra Wagle";"Clerk";33128;106114.54;"2019-10-03"
14808;"Reyansh Raman";"Manager";27763;93055.37;"2021-09-22"
14809;"Ishani Nori";"Officer";739;26721.45;"2025-09-20"
14810;"Chanchal Bhargava";"Officer";33044;110116.58;"2025-10-12"
14811;"Robert Wable";"Manager";10462;85792.95;"2024-11-22"
14812;"Agastya Sagar";"Manager";20420;115864.02;"2024-08-29"
14813;"Manan Nayak";"Clerk";24215;46482.28;"2021-01-02"
14814;"Pahal Shroff";"Cashier";24736;65315.67;"2019-05-04"
14815;"Falak Nair";"Manager";27676;93241.45;"2021-04-15"
14816;"Libni Sundaram";"Manager";44409;81198.35;"2021-05-09"
14817;"Gavin Vohra";"Clerk";10275;103912.0;"2022-02-18"
14818;"Zinal Gupta";"Manager";43636;101393.29;"2019-05-20"
14819;"Balvan Deo";"Officer";39617;80358.22;"2021-12-30"
14820;"Oscar Gola";"Clerk";8082;30160.96;"2019-03-28"
14821;"Warhi Jha";"Manager";34811;51515.99;"2020-01-10"
14822;"Nachiket Chander";"Manager";40489;93258.55;"2022-10-18"
14823;"Darika Toor";"Cashier";47542;57309.81;"2025-01-09"
14824;"Caleb Ganesh";"Officer";36110;96689.39;"2022-05-02"
14825;"Chavvi Chand";"Cashier";34996;55835.45;"2022-06-02"
14826;"Lekha Bhatt";"Cashier";27295;137508.87;"2019-05-22"
14827;"Eta Parmar";"Cashier";35337;72143.33;"2022-11-30"
14828;"Yashvi Chanda";"Officer";48250;104300.2;"2025-05-15"
14829;"Tara Sarna";"Officer";3925;47849.75;"2018-05-30"
14830;"Hemal Korpal";"Clerk";4604;108745.79;"2022-10-17"
14831;"Yug Solanki";"Manager";27680;112904.1;"2019-07-09"
14832;"Madhav Kapadia";"Officer";19507;32014.06;"2024-03-16"
14833;"Arin Puri";"Officer";41643;110468.97;"2020-03-08"
14834;"Fitan Bedi";"Clerk";41966;28037.07;"2020-07-02"
14835;"Turvi Jain";"Officer";47501;94472.79;"2022-01-05"
14836;"Damyanti Chokshi";"Clerk";29173;90504.75;"2024-05-21"
14837;"Arin Venkataraman";"Cashier";46271;140245.83;"2020-10-27"
14838;"Harinakshi Sabharwal";"Clerk";28759;38364.42;"2018-08-18"
14839;"Rudra Rajagopal";"Officer";48166;134607.02;"2019-01-24"
14840;"Hemang Oza";"Officer";1516;60916.39;"2018-02-22"
14841;"Ekavir Sengupta";"Manager";21866;123314.93;"2024-06-17"
14842;"Qarin Kamdar";"Cashier";31891;92564.05;"2025-11-11"
14843;"Rudra Prabhakar";"Manager";15397;103967.51;"2018-02-15"
14844;"Ikbal Chadha";"Officer";13126;114300.67;"2024-01-08"
14845;"Zinal Tandon";"Cashier";10951;146634.04;"2020-12-22"
14846;"Samar Jani";"Manager";31328;108581.9;"2022-05-07"
14847;"Balveer Mohanty";"Officer";9013;58762.57;"2023-08-28"
14848;"Jacob Balay";"Cashier";47357;56503.9;"2020-01-16"
14849;"Utkarsh Modi";"Clerk";7289;87097.57;"2021-06-18"
14850;"Omkaar Chaudhary";"Clerk";29464;53253.97;"2019-12-21"
14851;"Mohini Patel";"Manager";23060;106160.01;"2025-08-13"
14852;"Amol Ram";"Officer";26772;79337.55;"2018-05-22"
14853;"Wridesh Madan";"Manager";34595;63613.48;"2019-06-14"
14854;"Isha Luthra";"Manager";28871;90106.7;"2023-06-02"
14855;"Wishi Ravel";"Officer";16585;137109.92;"2018-10-12"
14856;"Chanakya Jha";"Manager";21762;80277.24;"2019-10-26"
14857;"Jacob Aurora";"Cashier";26627;146315.54;"2018-07-28"
14858;"Osha Rau";"Clerk";7658;99987.34;"2022-06-23"
14859;"Ishani Subramaniam";"Officer";33489;107775.51;"2022-10-15"
14860;"Max Palan";"Officer";22476;103890.89;"2019-06-06"
14861;"Sanya Sarma";"Cashier";22519;107998.58;"2023-05-30"
14862;"Nihal Vohra";"Cashier";9811;57882.72;"2024-12-25"
14863;"Siddharth Gupta";"Officer";26339;81802.15;"2018-01-07"
14864;"Elijah Sastry";"Clerk";37523;100887.68;"2021-12-22"
14865;"Darpan Kala";"Officer";10618;41908.85;"2025-05-19"
14866;"Anmol Banerjee";"Officer";30945;101986.47;"2019-10-25"
14867;"Nimrat Venkataraman";"Manager";28407;108275.9;"2023-01-07"
14868;"Avni Rout";"Manager";20607;148632.08;"2018-07-11"
14869;"Noah Saxena";"Cashier";6830;53458.08;"2022-12-24"
14870;"Robert Memon";"Clerk";28724;114658.71;"2020-04-05"
14871;"Leela Prashad";"Clerk";36510;75894.33;"2023-01-19"
14872;"Anirudh Dhar";"Clerk";15506;102018.51;"2021-05-19"
14873;"Charvi Nagi";"Clerk";35153;108301.11;"2018-04-27"
14874;"Zinal Som";"Officer";9033;44391.91;"2024-10-08"
14875;"Azaan Narain";"Cashier";27736;106147.93;"2018-02-21"
14876;"Rajata Ben";"Officer";12237;95374.56;"2022-09-11"
14877;"Ijaya Sachdeva";"Officer";5694;32549.45;"2024-01-25"
14878;"Tarak Magar";"Cashier";26310;71615.67;"2024-05-27"
14879;"Gayathri Singh";"Cashier";42037;94330.19;"2025-04-18"
14880;"Bhavna Pall";"Cashier";13158;86326.56;"2023-10-25"
14881;"Aradhana Sanghvi";"Manager";46271;63175.81;"2025-08-26"
14882;"Lavanya Rau";"Clerk";26898;43207.32;"2025-03-23"
14883;"Jagat Karnik";"Clerk";41085;70704.06;"2020-06-22"
14884;"Damyanti Nadkarni";"Officer";2062;31535.88;"2025-03-11"
14885;"Ishaan Nadig";"Manager";9742;127740.32;"2018-01-06"
14886;"Dev Reddy";"Officer";18702;131919.03;"2019-03-19"
14887;"Yash Wali";"Manager";38370;124922.09;"2021-01-16"
14888;"Vinaya Bhardwaj";"Manager";18661;100608.55;"2021-03-11"
14889;"Warda Mangal";"Manager";37131;138384.31;"2018-03-02"
14890;"Kashvi Divan";"Manager";417;30869.59;"2017-12-11"
14891;"Advik Bhatia";"Manager";28161;74028.49;"2018-07-22"
14892;"Ubika Tella";"Cashier";20245;67477.31;"2021-09-11"
14893;"Chameli Krishnan";"Cashier";47203;56077.27;"2022-01-03"
14894;"Zayyan Mohan";"Manager";6298;84321.3;"2024-07-11"
14895;"Yuvraj Mallick";"Cashier";26224;41286.63;"2018-04-08"
14896;"Jacob Edwin";"Officer";47657;62264.47;"2018-02-04"
14897;"Raghav Dass";"Clerk";279;138916.72;"2019-10-24"
14898;"Manthan Bumb";"Cashier";11856;127668.05;"2021-12-15"
14899;"Jhalak Chaudry";"Clerk";22275;108151.75;"2020-06-08"
14900;"Januja Sethi";"Officer";44992;141331.26;"2019-11-12"
14901;"Radhika Buch";"Clerk";3703;87384.36;"2023-01-30"
14902;"Vincent Krishnamurthy";"Clerk";10345;38625.89;"2021-06-11"
14903;"Parth Divan";"Officer";24479;127619.88;"2020-10-14"
14904;"Yuvraj Mani";"Officer";37327;135828.69;"2019-01-20"
14905;"Theodore Goel";"Manager";49119;80929.31;"2018-10-23"
14906;"Daksh Kale";"Officer";49219;138459.56;"2023-08-13"
14907;"Yug Thakkar";"Manager";32420;36650.82;"2024-10-24"
14908;"Triveni Dani";"Cashier";61;104916.29;"2019-07-25"
14909;"Amara Issac";"Cashier";2198;143809.12;"2021-03-23"
14910;"Darika Doshi";"Officer";17678;47017.96;"2022-11-01"
14911;"Rushil Deo";"Officer";27560;138519.47;"2021-02-08"
14912;"Hemangini Balakrishnan";"Cashier";16070;63763.94;"2023-07-12"
14913;"Kashvi Hegde";"Cashier";49990;108933.99;"2019-05-08"
14914;"Triya Doshi";"Cashier";9185;139701.71;"2024-07-02"
14915;"Tripti Rastogi";"Cashier";3990;130920.86;"2020-07-14"
14916;"Rayaan Nazareth";"Clerk";18642;87385.93;"2022-05-11"
14917;"Vivaan Bhavsar";"Officer";44035;131221.57;"2019-11-22"
14918;"Daniel Merchant";"Manager";5354;149496.06;"2024-11-04"
14919;"Aahana Rout";"Manager";10287;88543.21;"2020-01-28"
14920;"Nirja Sodhi";"Cashier";12600;114631.09;"2020-03-18"
14921;"Aarnav Vaidya";"Officer";22503;69893.78;"2025-09-09"
14922;"Faraj Mitter";"Officer";20738;95472.5;"2025-11-13"
14923;"Yashawini Vora";"Clerk";3889;57541.18;"2025-07-22"
14924;"Jatin Srinivasan";"Manager";44113;68033.13;"2021-10-07"
14925;"Isaac Randhawa";"Cashier";10726;145282.58;"2020-02-28"
14926;"Urmi Mital";"Clerk";49985;53551.74;"2025-11-05"
14927;"Sanya Mallick";"Manager";26173;140453.95;"2018-03-29"
14928;"Abdul Dhillon";"Cashier";47746;53873.99;"2021-02-10"
14929;"Ati Patil";"Clerk";41103;145774.8;"2023-12-20"
14930;"Tanvi Prasad";"Clerk";39525;144943.84;"2022-07-29"
14931;"Yashawini Basu";"Officer";46197;59906.34;"2018-09-12"
14932;"Charita Bal";"Cashier";14894;53487.66;"2020-05-04"
14933;"Amara Uppal";"Clerk";38873;112777.93;"2024-08-12"
14934;"Vritti Thakkar";"Cashier";44506;82068.65;"2024-08-30"
14935;"Ridhi Ganguly";"Officer";32696;111653.55;"2023-11-19"
14936;"Onveer Mangat";"Cashier";46359;31724.07;"2021-12-18"
14937;"Ojas Trivedi";"Officer";29781;41184.84;"2025-10-10"
14938;"Alka Dugal";"Officer";47145;59243.46;"2022-02-20"
14939;"Zinal Dugar";"Officer";9853;123387.13;"2018-01-04"
14940;"Xiti Dhar";"Clerk";43352;121694.21;"2025-06-17"
14941;"Arin Kuruvilla";"Manager";36892;124385.94;"2019-02-05"
14942;"Patrick Dalal";"Officer";29536;103477.38;"2022-09-11"
14943;"Chatura Kata";"Manager";1428;29023.95;"2022-09-06"
14944;"Indali Oak";"Officer";36638;61446.9;"2020-01-11"
14945;"Avi Butala";"Clerk";40214;88482.75;"2025-04-07"
14946;"Warda Pai";"Clerk";4328;72408.78;"2022-03-16"
14947;"Jagrati Boase";"Cashier";8595;40137.73;"2025-03-04"
14948;"Ekiya Krish";"Clerk";27766;69436.99;"2018-04-25"
14949;"Daniel Babu";"Cashier";39613;83729.23;"2021-09-05"
14950;"Mahika Jain";"Manager";11793;60523.22;"2022-09-09"
14951;"Vedant Rastogi";"Manager";116;67798.42;"2021-02-14"
14952;"Lila Krish";"Cashier";30774;95469.21;"2022-05-09"
14953;"Orinder Cheema";"Manager";23702;120877.37;"2023-12-13"
14954;"Yasti Bandi";"Cashier";14982;58062.39;"2025-04-06"
14955;"Ekanta Yohannan";"Cashier";24832;68784.76;"2024-09-04"
14956;"Anay Ranganathan";"Manager";42642;43423.37;"2019-12-16"
14957;"Wyatt Sandhu";"Clerk";18798;50571.92;"2020-03-18"
14958;"Geetika Gade";"Cashier";18038;31984.23;"2017-12-26"
14959;"Gautami Seth";"Officer";45337;28353.29;"2019-12-28"
14960;"Jasmit Varty";"Manager";27159;131664.87;"2024-09-19"
14961;"Mugdha Majumdar";"Clerk";4661;142498.71;"2025-09-21"
14962;"Aarini Balay";"Clerk";38727;66097.34;"2022-04-26"
14963;"Chaitaly Tiwari";"Cashier";15641;65334.76;"2025-02-14"
14964;"Siya Barman";"Officer";35382;118689.76;"2019-06-03"
14965;"Jeet Sama";"Cashier";21375;102422.19;"2018-12-27"
14966;"Hardik Desai";"Officer";13715;149601.89;"2018-02-18"
14967;"Harita Mand";"Manager";10227;90380.89;"2023-05-06"
14968;"Charvi Keer";"Manager";41758;37594.29;"2019-07-04"
14969;"Rehaan Chauhan";"Manager";11960;74181.22;"2021-03-27"
14970;"Osha Brar";"Clerk";6204;146515.5;"2025-03-16"
14971;"Baghyawati Dasgupta";"Manager";20929;57003.44;"2020-04-18"
14972;"Urishilla Seshadri";"Officer";36283;88152.53;"2022-10-14"
14973;"Nachiket Arya";"Clerk";30435;104455.88;"2023-07-19"
14974;"Amara Dube";"Officer";3398;85949.13;"2020-05-28"
14975;"Kamya Bora";"Cashier";1853;80493.56;"2023-04-08"
14976;"Advay Pillay";"Cashier";42292;115191.64;"2023-06-09"
14977;"Rehaan Chopra";"Officer";8530;73103.75;"2019-04-19"
14978;"Anvi Sani";"Clerk";12158;80473.1;"2023-03-30"
14979;"Tripti Sharma";"Clerk";16736;114224.31;"2024-01-27"
14980;"Libni Sant";"Clerk";8520;78426.57;"2018-10-14"
14981;"Gavin Tara";"Officer";10022;25414.58;"2021-10-05"
14982;"Girik Dey";"Officer";39739;90659.48;"2017-12-22"
14983;"Manya Bora";"Cashier";48413;86386.08;"2019-08-29"
14984;"Ojasvi Thakkar";"Officer";33648;102688.98;"2021-05-09"
14985;"Ijaya Kannan";"Clerk";28897;100533.23;"2025-09-15"
14986;"Anmol Aggarwal";"Officer";32417;107944.99;"2024-03-01"
14987;"Turvi Khalsa";"Clerk";45900;146315.41;"2025-10-03"
14988;"Unni Pai";"Clerk";40654;98614.66;"2019-08-05"
14989;"Siddharth Salvi";"Officer";12791;73600.38;"2019-02-06"
14990;"Waida Mander";"Manager";34025;62567.72;"2022-01-11"
14991;"Geetika More";"Cashier";17545;38453.66;"2024-08-18"
14992;"Tristan Prakash";"Clerk";33223;139310.06;"2024-04-03"
14993;"Yashasvi Barman";"Officer";47069;136286.9;"2025-07-29"
14994;"Alka Mitra";"Clerk";34558;45697.31;"2022-01-16"
14995;"Kavya Mangat";"Clerk";48652;100586.84;"2020-10-27"
14996;"Joshua Khatri";"Manager";27487;125409.02;"2024-04-20"
14997;"Aryan Sura";"Cashier";6859;64459.94;"2019-11-13"
14998;"Sai Cherian";"Cashier";10876;85209.16;"2022-01-16"
14999;"Farhan Ratti";"Cashier";29251;131532.84;"2020-03-07"
15000;"Ati Gandhi";"Officer";6479;70139.66;"2023-01-28"
15001;"Ekalinga Ramachandran";"Cashier";48142;52985.13;"2020-07-05"
15002;"Jeevika Mahal";"Clerk";4632;147002.34;"2018-10-06"
15003;"Gopal Dora";"Officer";37627;142597.56;"2019-07-26"
15004;"Saumya Dhaliwal";"Clerk";4669;124122.36;"2022-11-08"
15005;"Ryan Rout";"Clerk";42019;62344.92;"2020-04-30"
15006;"Mason Puri";"Officer";21593;137092.95;"2019-06-17"
15007;"Abhimanyu Vora";"Manager";40388;128980.77;"2024-05-27"
15008;"Yash Ravel";"Manager";30461;72432.48;"2021-11-21"
15009;"Samesh Prabhakar";"Manager";9339;39069.94;"2019-09-17"
15010;"Sneha Chand";"Manager";1337;123236.97;"2023-12-04"
15011;"Megha Dani";"Clerk";32684;91042.99;"2024-02-19"
15012;"Simon Agrawal";"Cashier";43445;101350.74;"2025-03-13"
15013;"Karan Manne";"Cashier";34197;108790.65;"2023-07-18"
15014;"Saumya Bobal";"Officer";3697;121056.23;"2021-06-08"
15015;"Rudra Comar";"Cashier";7906;104562.44;"2025-05-24"
15016;"Reyansh Kumar";"Cashier";14897;89091.99;"2018-05-05"
15017;"Ethan Nagi";"Manager";42577;123196.85;"2019-02-16"
15018;"Dayita Grewal";"Clerk";6263;101758.31;"2018-08-26"
15019;"Thomas Pai";"Manager";21687;137542.4;"2018-11-18"
15020;"Bachittar Rajagopalan";"Officer";25106;148284.64;"2017-12-29"
15021;"Manya Kumar";"Clerk";11181;116273.07;"2020-05-04"
15022;"Eiravati Boase";"Officer";41530;96943.22;"2020-06-27"
15023;"Tripti Kanda";"Clerk";46460;133874.14;"2021-11-14"
15024;"Aachal Hans";"Officer";18808;109440.39;"2024-12-19"
15025;"Brinda Loke";"Officer";12276;47373.24;"2018-04-05"
15026;"Yashica Dubey";"Officer";20792;49304.35;"2021-03-24"
15027;"Yashodhara Rajagopalan";"Manager";48947;135221.42;"2019-11-20"
15028;"Yashica Toor";"Clerk";43800;57518.43;"2019-08-04"
15029;"Inaya Kothari";"Clerk";35328;86499.93;"2020-12-07"
15030;"Avni Chokshi";"Manager";29129;65646.45;"2024-07-01"
15031;"Turvi Sastry";"Clerk";48032;37128.22;"2025-07-28"
15032;"Ekaja Bhatt";"Cashier";16456;106767.44;"2018-01-03"
15033;"Bhavika Pall";"Cashier";7540;99214.4;"2023-08-17"
15034;"Darika Bhakta";"Officer";43239;58770.74;"2020-09-09"
15035;"Arunima Nadkarni";"Officer";11522;104124.37;"2020-04-05"
15036;"Upadhriti Golla";"Clerk";36233;59744.2;"2025-07-20"
15037;"Gunbir Sarna";"Clerk";32320;80844.46;"2024-01-06"
15038;"Vivaan Banerjee";"Manager";23249;81308.36;"2020-09-18"
15039;"Charvi Wason";"Clerk";43632;104520.79;"2022-02-13"
15040;"Sudiksha Bera";"Cashier";364;105882.1;"2018-11-10"
15041;"Megha Shukla";"Manager";21004;109238.29;"2021-03-07"
15042;"Maanav Pathak";"Clerk";22910;36084.15;"2021-10-13"
15043;"Chavvi Sandal";"Manager";2001;142212.37;"2022-06-17"
15044;"Sneha Bhakta";"Manager";42797;91406.65;"2021-07-30"
15045;"Chandran Kakar";"Officer";8558;149652.18;"2023-04-23"
15046;"Ekantika Kala";"Officer";23274;97381.51;"2020-11-27"
15047;"Chanakya Pal";"Cashier";18208;128583.94;"2024-03-25"
15048;"Suhani Gandhi";"Cashier";27149;78704.27;"2023-06-08"
15049;"Barkha Tandon";"Manager";40583;76022.76;"2021-01-30"
15050;"Chakrika Bedi";"Officer";47724;82389.97;"2023-08-03"
15051;"Nachiket Chad";"Officer";627;146078.71;"2024-04-05"
15052;"Ojasvi Morar";"Cashier";3578;114547.53;"2023-05-04"
15053;"Chasmum Singhal";"Clerk";17834;149350.74;"2023-03-21"
15054;"Yahvi Sane";"Manager";67;148405.23;"2023-12-16"
15055;"Farhan Jaggi";"Officer";42864;71504.92;"2019-07-17"
15056;"Riya Balan";"Officer";24805;111798.2;"2022-09-10"
15057;"Nidhi Bumb";"Officer";24258;77406.65;"2018-03-18"
15058;"Wishi Nagarajan";"Officer";23774;118256.19;"2021-01-07"
15059;"Faraj Ray";"Clerk";47522;42408.47;"2024-11-21"
15060;"Alexander Chaudhuri";"Officer";31438;146768.95;"2022-04-07"
15061;"Wyatt Prakash";"Manager";3845;67195.29;"2022-06-06"
15062;"Ishaan Kuruvilla";"Officer";34056;65553.24;"2024-07-03"
15063;"Lekha Dugar";"Manager";49304;125220.2;"2020-03-19"
15064;"Anika Luthra";"Clerk";15815;55457.85;"2024-10-31"
15065;"Charles Dada";"Cashier";27934;120094.61;"2019-08-17"
15066;"Tripti Bobal";"Clerk";7687;63827.34;"2020-04-12"
15067;"Tripti Gera";"Officer";41712;27928.25;"2022-11-13"
15068;"Zarna Zacharia";"Officer";6402;129711.9;"2025-07-14"
15069;"Naveen Mishra";"Cashier";14438;131220.54;"2019-03-17"
15070;"Jai Bath";"Officer";14401;129545.06;"2019-02-12"
15071;"Triya Swamy";"Manager";21102;50480.0;"2023-04-10"
15072;"Zayyan Rana";"Cashier";10808;92896.54;"2024-03-17"
15073;"Nimrat Nayak";"Manager";32162;113667.7;"2025-05-22"
15074;"Aryan Sunder";"Manager";41612;136370.44;"2025-04-24"
15075;"Wahab Borra";"Officer";9761;97347.66;"2021-07-19"
15076;"Bhanumati Bal";"Manager";37717;125385.75;"2024-02-27"
15077;"Quincy Bhavsar";"Officer";7303;68952.11;"2020-06-22"
15078;"Vedant Dhar";"Manager";31392;38944.14;"2020-02-16"
15079;"George Natarajan";"Manager";28301;74759.9;"2021-07-27"
15080;"Indali Rana";"Officer";39578;31822.75;"2019-01-09"
15081;"Hitesh Shan";"Officer";30123;32209.94;"2018-03-28"
15082;"Zarna Kohli";"Manager";17642;39801.68;"2024-02-29"
15083;"Chaaya Bava";"Officer";43052;129981.64;"2023-03-28"
15084;"Zinal Korpal";"Officer";29037;101097.69;"2018-10-12"
15085;"Andrew Mittal";"Clerk";6810;99302.79;"2025-02-11"
15086;"Vrinda Prabhakar";"Cashier";27028;80395.55;"2024-03-28"
15087;"Bhavika Sandhu";"Officer";44113;31086.3;"2023-11-21"
15088;"Lakshmi Soni";"Officer";17770;101985.96;"2019-02-23"
15089;"Vivaan Kale";"Manager";9747;43696.81;"2022-04-18"
15090;"Kiaan Bajaj";"Clerk";1206;89139.44;"2018-11-11"
15091;"Niharika Misra";"Officer";35459;89634.53;"2018-01-23"
15092;"Warda Mangat";"Officer";29644;131189.07;"2019-01-14"
15093;"Ekansh Yogi";"Clerk";16775;122210.49;"2018-10-08"
15094;"Nirja Sastry";"Officer";22821;102715.16;"2021-03-06"
15095;"Ranveer Narula";"Officer";35252;110819.91;"2024-09-05"
15096;"Omaja Madan";"Clerk";29295;148314.11;"2018-02-27"
15097;"Champak Gala";"Clerk";45615;54291.51;"2020-01-15"
15098;"Dayita Char";"Manager";37348;114128.69;"2025-12-07"
15099;"Bahadurjit Dixit";"Manager";21264;57167.93;"2019-07-01"
15100;"Azad Amble";"Cashier";38694;148498.76;"2024-06-20"
15101;"Diya Arora";"Manager";7580;126551.57;"2024-10-01"
15102;"Chanakya Bahri";"Clerk";49880;125232.74;"2022-06-18"
15103;"Charan Gaba";"Clerk";25209;81540.96;"2024-12-12"
15104;"Diya Kothari";"Clerk";47634;107233.47;"2024-11-18"
15105;"Sneha Badal";"Manager";21465;72732.25;"2018-06-24"
15106;"Upma Balan";"Manager";18156;27220.42;"2019-03-15"
15107;"Ekta Pau";"Clerk";35043;47813.85;"2021-11-30"
15108;"Lavanya Mann";"Cashier";49306;129033.08;"2019-12-11"
15109;"Krishna Sood";"Cashier";39920;105320.07;"2020-05-10"
15110;"Daksh Shroff";"Manager";41990;54996.98;"2020-10-15"
15111;"Advaith Murty";"Manager";27535;124015.84;"2020-05-03"
15112;"Chavvi Modi";"Manager";37218;59819.37;"2025-09-19"
15113;"Brijesh Prasad";"Clerk";43511;126280.19;"2019-05-20"
15114;"Meghana Chada";"Clerk";43298;38229.1;"2021-04-17"
15115;"Vamakshi Brahmbhatt";"Officer";41857;54476.23;"2017-12-31"
15116;"Nathan Pingle";"Manager";14596;39770.26;"2019-01-17"
15117;"David Buch";"Manager";23893;38276.01;"2020-11-07"
15118;"Madhav Krish";"Manager";46476;55163.61;"2018-01-16"
15119;"Vincent Sodhi";"Manager";1726;59471.03;"2022-06-13"
