"card_id";"customer_id";"card_type";"card_number";"expiry_date";"cvv"
15114;42186;"Credit";"348376238221241";"2028-03-12";"741"
15115;27765;"Credit";"378851768433633";"2026-12-17";"781"
15116;28826;"Debit";"4165610701796";"2027-05-30";"209"
15117;44293;"Credit";"36821547834918";"2027-02-04";"613"
15118;23804;"Debit";"3516776340997424";"2026-03-16";"230"
15119;19423;"Debit";"4298049282000434699";"2026-01-18";"994"
15120;37012;"Credit";"3501657489066394";"2028-02-18";"534"
15121;28957;"Debit";"6011028045586562";"2026-02-16";"666"
15122;66;"Credit";"2296858838088847";"2030-02-04";"272"
15123;13122;"Debit";"3573825614473685";"2027-12-01";"239"
15124;31319;"Credit";"3548587086596912";"2027-05-20";"866"
15125;40436;"Credit";"6011903940926529";"2026-06-10";"912"
15126;49784;"Credit";"3557414180258869";"2027-09-05";"715"
15127;16500;"Debit";"3597205085150553";"2026-05-06";"842"
15128;28986;"Debit";"3528303674735555";"2030-11-13";"651"
15129;39621;"Credit";"3530653467794425";"2028-02-22";"447"
15130;49036;"Debit";"4450361928475527";"2026-01-28";"944"
15131;13787;"Credit";"3556191411422685";"2026-09-08";"752"
15132;36009;"Debit";"343967494101526";"2029-07-30";"149"
15133;33691;"Credit";"30187974752254";"2026-03-10";"620"
15134;23243;"Debit";"4776349792094";"2029-08-08";"456"
15135;8380;"Credit";"4343612981825968820";"2029-12-20";"851"
15136;19126;"Credit";"2225831279107083";"2027-02-17";"607"
15137;2531;"Debit";"30597258856193";"2029-07-13";"476"
15138;16639;"Credit";"3596427122641318";"2028-06-10";"929"
15139;27204;"Debit";"6592377261721792";"2028-05-21";"435"
15140;27965;"Credit";"2276978371587510";"2030-06-26";"138"
15141;36269;"Debit";"2270634199007019";"2030-11-24";"891"
15142;25225;"Debit";"4486471562083830";"2026-02-11";"903"
15143;8052;"Debit";"3505994323672533";"2029-08-07";"166"
15144;15640;"Credit";"6011748830843692";"2027-12-19";"129"
15145;6172;"Credit";"4386218819323";"2025-12-24";"775"
15146;15962;"Debit";"30349011721847";"2027-12-13";"166"
15147;16061;"Credit";"4908452665212989";"2029-10-25";"370"
15148;19363;"Debit";"371601024442267";"2029-04-26";"474"
15149;45074;"Debit";"6580382421681781";"2026-06-29";"755"
15150;24714;"Debit";"4982180006099539";"2028-10-18";"111"
15151;42369;"Debit";"578632858812";"2030-01-11";"963"
15152;35100;"Debit";"6011963582725134";"2029-04-07";"743"
15153;5064;"Debit";"4680830908690";"2026-06-28";"511"
15154;48720;"Credit";"30398891560304";"2026-07-25";"762"
15155;21617;"Debit";"3568132335290952";"2026-06-23";"833"
15156;15331;"Credit";"3582139814207813";"2030-08-27";"439"
15157;8206;"Credit";"213149509679104";"2027-02-25";"521"
15158;3831;"Credit";"4932777561694975";"2027-01-14";"531"
15159;25553;"Debit";"5590453333334130";"2030-01-17";"104"
15160;595;"Debit";"180082362557308";"2030-02-07";"357"
15161;48246;"Debit";"4615741094954086";"2030-03-28";"228"
15162;33129;"Credit";"378373843805321";"2030-04-09";"677"
15163;34111;"Debit";"4078997343605875";"2029-12-08";"125"
15164;13134;"Debit";"4789362326336";"2027-07-02";"705"
15165;9118;"Debit";"502032948478";"2026-11-08";"801"
15166;32069;"Credit";"3538287912514070";"2029-01-22";"151"
15167;37715;"Debit";"580173995607";"2029-10-05";"470"
15168;19055;"Credit";"4052854290290";"2029-07-06";"861"
15169;30858;"Debit";"4864993808888910452";"2027-04-05";"246"
15170;42569;"Credit";"676376422850";"2028-12-30";"121"
15171;6271;"Debit";"6551521681239583";"2030-11-28";"898"
15172;803;"Debit";"213192353416074";"2028-07-31";"239"
15173;43730;"Debit";"379241582115120";"2030-07-02";"523"
15174;31685;"Credit";"3543962540122842";"2028-02-20";"182"
15175;16144;"Debit";"30137204128494";"2028-05-22";"426"
15176;14306;"Debit";"575110162824";"2026-03-30";"518"
15177;42939;"Debit";"573913050783";"2027-04-17";"201"
15178;17161;"Credit";"4152328978196130";"2028-06-21";"739"
15179;38487;"Credit";"6520273434330685";"2026-01-05";"443"
15180;4535;"Debit";"4189431198986792263";"2026-09-05";"559"
15181;36079;"Credit";"30551556032346";"2027-04-27";"290"
15182;36305;"Credit";"4570904574595547";"2029-12-07";"564"
15183;30638;"Credit";"3507834093213852";"2030-02-10";"438"
15184;8862;"Credit";"3506065752271003";"2030-10-01";"734"
15185;371;"Credit";"3598389770786209";"2027-02-11";"605"
15186;27718;"Debit";"4602637066425946";"2030-09-07";"415"
15187;20079;"Debit";"5319729525273362";"2029-05-08";"468"
15188;32943;"Debit";"2256390357594862";"2028-02-06";"476"
15189;7856;"Debit";"6501421199745174";"2026-03-25";"274"
15190;48536;"Debit";"348761750291617";"2028-02-05";"674"
15191;2963;"Debit";"2276940732948153";"2027-09-01";"848"
15192;18178;"Credit";"213149377414261";"2026-01-16";"941"
15193;23727;"Debit";"501830250178";"2026-06-07";"628"
15194;4311;"Debit";"502034150693";"2028-08-03";"730"
15195;26130;"Debit";"4047749776358946";"2027-12-13";"721"
15196;33388;"Credit";"376712184243646";"2028-12-09";"641"
15197;44920;"Debit";"340988436052950";"2027-08-07";"239"
15198;7436;"Debit";"3511180418012791";"2028-12-18";"586"
15199;8399;"Debit";"4754054283321570793";"2027-09-24";"419"
15200;43783;"Debit";"639025856233";"2030-03-15";"845"
15201;15419;"Debit";"379730664634636";"2027-01-27";"189"
15202;33314;"Credit";"4519883727866969";"2030-02-18";"641"
15203;32807;"Credit";"3544122378530744";"2030-05-12";"934"
15204;36566;"Credit";"378808884460882";"2028-07-16";"658"
15205;33633;"Credit";"3514136769523080";"2030-11-14";"549"
15206;48290;"Debit";"180022032041382";"2030-06-10";"945"
15207;29969;"Credit";"4122111885801048230";"2027-01-30";"285"
15208;15250;"Credit";"343902988217918";"2027-11-20";"397"
15209;16981;"Credit";"4907585341162119";"2025-12-18";"290"
15210;27547;"Credit";"3539302207098488";"2027-07-29";"113"
15211;14518;"Credit";"349679985751917";"2028-04-02";"968"
15212;17869;"Credit";"4472580802934408";"2028-10-20";"290"
15213;44577;"Credit";"4007420774378546";"2028-06-24";"181"
15214;1253;"Credit";"372333405333928";"2026-09-17";"817"
15215;41736;"Credit";"4821973567111940";"2029-06-08";"776"
15216;11786;"Debit";"578861210073";"2030-09-11";"734"
15217;22890;"Debit";"4907684860598116";"2028-09-27";"529"
15218;3983;"Credit";"4645346268887437";"2027-04-27";"372"
15219;33011;"Credit";"30097193628765";"2028-07-10";"813"
15220;44507;"Debit";"2225479384472420";"2029-09-16";"822"
15221;20405;"Debit";"4814039267075";"2030-07-26";"548"
15222;9830;"Debit";"6011594103828642";"2026-06-21";"258"
15223;20072;"Debit";"4947971891694952";"2026-05-08";"657"
15224;46303;"Credit";"6536072294332118";"2027-03-03";"591"
15225;45503;"Credit";"4302772422400787584";"2029-01-01";"263"
15226;21805;"Credit";"6011979335159793";"2030-10-09";"615"
15227;28646;"Debit";"3540897722612637";"2030-03-23";"210"
15228;43113;"Debit";"4379171559440419390";"2028-05-03";"256"
15229;43283;"Debit";"4117656679034927";"2027-08-21";"664"
15230;11611;"Debit";"2476182471102449";"2027-02-11";"741"
15231;13773;"Credit";"374621447746877";"2030-04-16";"836"
15232;46208;"Debit";"4504741542802147";"2026-05-12";"208"
15233;17163;"Credit";"3595084978143237";"2027-07-26";"344"
15234;21255;"Debit";"4432285975616431";"2030-01-24";"914"
15235;38389;"Credit";"4610731183374";"2029-12-23";"780"
15236;11405;"Credit";"675949254436";"2028-10-03";"527"
15237;38662;"Credit";"30053703894629";"2028-07-29";"715"
15238;4296;"Debit";"370300452926922";"2028-09-29";"160"
15239;25154;"Debit";"344142665702929";"2029-05-24";"733"
15240;40182;"Debit";"373514888720629";"2028-10-04";"825"
15241;4895;"Credit";"3557323624255482";"2026-08-23";"834"
15242;36524;"Debit";"342357913027620";"2028-07-16";"664"
15243;49634;"Debit";"4786671204346464";"2027-10-06";"398"
15244;3176;"Credit";"4335210429402194";"2028-02-17";"530"
15245;18513;"Credit";"30371280420422";"2027-02-28";"180"
15246;31505;"Debit";"4778139623062963";"2030-11-06";"143"
15247;39933;"Debit";"2294920600699813";"2029-07-13";"246"
15248;25426;"Credit";"378916006206818";"2026-12-30";"925"
15249;7541;"Credit";"4417309931355931";"2028-07-23";"239"
15250;16287;"Credit";"4172998630415";"2029-01-10";"242"
15251;24782;"Credit";"6516790145570396";"2026-03-27";"914"
15252;36316;"Credit";"180061357142805";"2027-04-25";"210"
15253;22286;"Credit";"340739199702764";"2026-05-07";"157"
15254;14486;"Debit";"345641724209593";"2030-10-18";"744"
15255;23176;"Debit";"213175152638766";"2028-07-28";"692"
15256;38627;"Debit";"4424704071911363";"2026-05-28";"732"
15257;46553;"Credit";"676162570276";"2030-05-12";"263"
15258;14805;"Credit";"343338615201928";"2028-08-28";"486"
15259;38461;"Credit";"3526448466921020";"2026-09-13";"497"
15260;49606;"Credit";"3506835880491446";"2029-10-28";"141"
15261;7964;"Debit";"180005717087135";"2028-11-17";"232"
15262;34965;"Debit";"371356271700939";"2026-09-09";"454"
15263;39496;"Credit";"30132063540764";"2030-08-12";"326"
15264;46206;"Credit";"344499954697578";"2030-07-15";"843"
15265;41358;"Credit";"4115319955490";"2028-04-01";"676"
15266;28737;"Credit";"30247570533316";"2027-05-02";"911"
15267;38482;"Debit";"3546550407771566";"2026-10-19";"920"
15268;3137;"Credit";"4368633406001";"2030-01-10";"106"
15269;11246;"Debit";"30583940663700";"2030-05-29";"922"
15270;24830;"Credit";"4978806357482";"2028-10-23";"933"
15271;11987;"Credit";"4330851390232758";"2029-10-04";"482"
15272;47641;"Credit";"2699507541576159";"2029-02-21";"693"
15273;6424;"Debit";"6568423727221140";"2030-01-04";"260"
15274;14540;"Credit";"3555361868147512";"2026-12-11";"353"
15275;42373;"Debit";"3506688893666102";"2030-10-18";"691"
15276;33262;"Debit";"4364614757751";"2028-01-22";"691"
15277;21268;"Credit";"4752688482554494";"2027-12-04";"932"
15278;24633;"Debit";"4028099568872";"2028-12-03";"664"
15279;40535;"Credit";"36974394859254";"2030-11-26";"853"
15280;10923;"Credit";"4445133924379344";"2025-12-22";"846"
15281;16753;"Credit";"4656064801287192909";"2027-06-10";"729"
15282;21352;"Credit";"213164340138376";"2028-05-19";"769"
15283;29708;"Credit";"4915082975009";"2026-12-24";"251"
15284;353;"Credit";"376436393259033";"2030-07-07";"319"
15285;26558;"Debit";"4161194097265824159";"2029-01-05";"477"
15286;11964;"Debit";"4763781990099560399";"2028-06-22";"144"
15287;43411;"Debit";"4221786405116392";"2028-09-29";"451"
15288;17180;"Credit";"4647516195313974";"2030-10-18";"206"
15289;39239;"Debit";"2288614177110639";"2030-02-21";"628"
15290;23176;"Debit";"4330729036744645723";"2030-06-22";"829"
15291;49865;"Credit";"4404043292522426867";"2025-12-27";"419"
15292;29134;"Credit";"180002637152271";"2026-12-19";"816"
15293;25762;"Debit";"573887443477";"2030-11-16";"223"
15294;13270;"Debit";"345977114318606";"2027-02-26";"675"
15295;18590;"Credit";"4991385635917047411";"2030-02-26";"452"
15296;30323;"Credit";"30390688421113";"2028-10-01";"114"
15297;16851;"Debit";"180033996410711";"2030-10-22";"910"
15298;32782;"Credit";"344309114002835";"2028-02-01";"171"
15299;46078;"Credit";"676253232067";"2027-11-11";"229"
15300;49774;"Credit";"372898758044207";"2029-05-12";"920"
15301;13495;"Debit";"4142269681175438";"2026-08-22";"261"
15302;49292;"Credit";"213113238441293";"2027-07-03";"565"
15303;49698;"Credit";"3543760140041366";"2028-01-14";"711"
15304;10780;"Credit";"349317036954343";"2026-02-17";"525"
15305;15957;"Debit";"6011123500735562";"2030-04-01";"630"
15306;21062;"Credit";"4271439635776887";"2030-10-29";"890"
15307;29450;"Credit";"36333637085054";"2027-08-08";"338"
15308;19961;"Debit";"4104571872908972";"2028-10-12";"623"
15309;3107;"Credit";"30339682738394";"2030-09-04";"456"
15310;21746;"Debit";"3533032703828676";"2028-11-29";"126"
15311;29495;"Credit";"6011745113537470";"2028-03-14";"850"
15312;6820;"Debit";"6515824969894219";"2029-05-13";"810"
15313;32889;"Debit";"4642356872722446637";"2028-07-21";"489"
15314;26121;"Debit";"349188166405673";"2029-12-30";"611"
15315;42202;"Credit";"6534725770500951";"2028-12-30";"204"
15316;25159;"Debit";"379097730226353";"2028-04-07";"331"
15317;31977;"Debit";"5151027707533203";"2028-11-07";"911"
15318;17196;"Debit";"3581897908465701";"2026-01-27";"769"
15319;39188;"Credit";"4003492538416585";"2029-09-05";"933"
15320;11250;"Debit";"4942799812010643";"2029-03-20";"249"
15321;40327;"Credit";"676279096272";"2026-01-19";"735"
15322;12436;"Debit";"4785166473838573";"2029-05-28";"582"
15323;6076;"Credit";"4421340694414943095";"2028-12-06";"328"
15324;28686;"Credit";"4036900278349924";"2027-01-18";"774"
15325;2313;"Debit";"4866891145617";"2030-11-09";"472"
15326;43122;"Credit";"3546433705986576";"2030-10-14";"158"
15327;27082;"Credit";"3501274405430413";"2026-12-14";"962"
15328;6229;"Debit";"180067091581273";"2027-06-03";"160"
15329;16914;"Credit";"3552219067353286";"2030-05-05";"807"
15330;6060;"Credit";"4897083577461447080";"2027-07-09";"426"
15331;30886;"Debit";"3566728348721461";"2026-11-22";"554"
15332;21929;"Credit";"4520665569706";"2026-01-01";"656"
15333;9500;"Credit";"2271152877485703";"2028-09-12";"101"
15334;16989;"Debit";"4799531110992162";"2029-05-28";"866"
15335;10066;"Debit";"4163960189873060";"2027-05-21";"511"
15336;5676;"Credit";"575013879417";"2026-11-02";"645"
15337;9018;"Credit";"567096887698";"2027-03-16";"672"
15338;12000;"Debit";"4426432366879248";"2026-05-19";"911"
15339;42603;"Debit";"5186040580723311";"2028-10-20";"235"
15340;44834;"Debit";"4306168920793690";"2027-05-19";"127"
15341;34709;"Debit";"4074544743561";"2030-03-30";"921"
15342;28681;"Credit";"4295015740048750";"2027-08-28";"656"
15343;34139;"Credit";"3525417848114019";"2029-07-27";"149"
15344;20042;"Debit";"3528379768993151";"2028-12-20";"523"
15345;44134;"Debit";"4425853566815170421";"2030-01-12";"779"
15346;5677;"Credit";"502096688069";"2028-11-02";"702"
15347;22217;"Debit";"4541185649676534134";"2030-05-23";"867"
15348;3299;"Credit";"4682896201440";"2026-09-22";"591"
15349;3765;"Credit";"341438294077417";"2026-01-03";"206"
15350;42479;"Debit";"30246630782905";"2027-03-08";"376"
15351;41035;"Debit";"3506251760805939";"2027-03-10";"142"
15352;31974;"Debit";"36778121778087";"2030-02-01";"594"
15353;26972;"Debit";"4535072800453917";"2026-06-20";"583"
15354;9436;"Debit";"4845269723903337605";"2030-07-31";"142"
15355;22599;"Credit";"370088440146212";"2028-04-10";"808"
15356;22222;"Credit";"371578966806982";"2027-12-05";"821"
15357;37545;"Debit";"4415126414412";"2030-05-02";"157"
15358;27889;"Debit";"375164846754241";"2030-05-03";"497"
15359;49495;"Debit";"3501655270740920";"2027-05-06";"322"
15360;2787;"Credit";"2272614583222273";"2029-07-17";"230"
15361;34724;"Debit";"2236070986510761";"2030-06-06";"500"
15362;38169;"Credit";"6011505408057497";"2030-11-26";"237"
15363;23919;"Debit";"4156557623016477";"2027-06-30";"354"
15364;43458;"Debit";"342946923616438";"2028-05-25";"356"
15365;34526;"Debit";"4994888887841";"2029-12-26";"763"
15366;48387;"Credit";"3525431897232077";"2029-02-03";"157"
15367;9236;"Debit";"4098216205128793";"2029-06-07";"944"
15368;15881;"Credit";"561033849499";"2028-06-24";"585"
15369;48815;"Credit";"502092087225";"2029-02-08";"285"
15370;40807;"Credit";"6517966061978453";"2027-07-28";"310"
15371;33105;"Credit";"347254655851314";"2029-12-24";"581"
15372;39341;"Credit";"3521829757627480";"2030-05-13";"753"
15373;26224;"Credit";"060484571009";"2029-12-23";"936"
15374;29983;"Credit";"4019961695550235816";"2026-07-04";"428"
15375;38977;"Debit";"180061176016586";"2027-01-13";"415"
15376;36569;"Debit";"3558758894895435";"2026-08-27";"514"
15377;11213;"Debit";"3560022153960406";"2030-03-22";"535"
15378;21231;"Credit";"213106493999195";"2030-04-27";"610"
15379;36204;"Credit";"30544137962487";"2030-08-14";"135"
15380;4655;"Credit";"586548161429";"2026-07-13";"904"
15381;8808;"Debit";"4724579361198";"2029-06-22";"139"
15382;29967;"Credit";"3566712619798564";"2027-06-30";"887"
15383;12331;"Debit";"4491110577324";"2029-02-05";"474"
15384;40550;"Credit";"3504804938387735";"2026-10-05";"524"
15385;43347;"Debit";"4635322391024620";"2027-11-09";"362"
15386;1246;"Credit";"2719544288343606";"2028-12-03";"865"
15387;39129;"Credit";"4925943052540791535";"2026-01-21";"133"
15388;30905;"Debit";"6011329908672287";"2027-05-31";"714"
15389;16152;"Credit";"3505499184829776";"2028-12-28";"897"
15390;24072;"Debit";"4015206948459928";"2028-09-17";"239"
15391;17849;"Debit";"4598112289648548";"2026-12-24";"554"
15392;2058;"Debit";"6538638753467930";"2030-02-25";"214"
15393;22307;"Credit";"4754841739516422";"2026-08-11";"941"
15394;15846;"Debit";"213105279468516";"2026-06-18";"131"
15395;27160;"Credit";"4612449126240";"2027-08-11";"676"
15396;20637;"Credit";"3524028276104645";"2025-12-24";"137"
15397;14296;"Debit";"3588279728562699";"2026-11-14";"240"
15398;22706;"Credit";"4812551707403";"2027-11-24";"171"
15399;10355;"Credit";"577458746028";"2030-12-05";"841"
15400;39667;"Debit";"2391843673380149";"2030-05-20";"170"
15401;28987;"Debit";"30158269161261";"2030-07-17";"233"
15402;45299;"Credit";"2531811552869905";"2026-05-21";"325"
15403;25691;"Credit";"213160291617657";"2028-03-19";"958"
15404;23909;"Debit";"30069301231154";"2026-08-03";"827"
15405;43741;"Debit";"4256234554412021";"2028-03-24";"342"
15406;27477;"Credit";"4859099406050191424";"2029-04-07";"625"
15407;15075;"Credit";"30040812947380";"2030-08-30";"969"
15408;16805;"Credit";"4918622105879401051";"2029-05-16";"141"
15409;2561;"Debit";"180038164161855";"2029-10-10";"822"
15410;12302;"Credit";"676317059381";"2027-11-04";"838"
15411;9139;"Debit";"374868797867502";"2029-04-15";"949"
15412;40482;"Debit";"180039870539541";"2028-07-29";"613"
15413;25928;"Debit";"3556559224617966";"2027-11-02";"303"
15414;15014;"Credit";"4287469173057";"2030-08-07";"852"
15415;9184;"Debit";"213193566948127";"2029-03-11";"272"
15416;10161;"Debit";"180096555286608";"2028-07-03";"424"
15417;46730;"Credit";"6516723581854842";"2026-04-08";"748"
15418;9458;"Debit";"4132297902330483690";"2026-09-08";"990"
15419;15088;"Debit";"213175497515257";"2027-04-09";"525"
15420;45089;"Debit";"6011141411917723";"2029-10-03";"249"
15421;44549;"Credit";"6011433269093867";"2027-03-06";"576"
15422;2391;"Debit";"4519863131749";"2027-10-05";"777"
15423;42232;"Debit";"36753460752464";"2030-01-02";"713"
15424;1490;"Debit";"3552921313260948";"2028-04-05";"664"
15425;17138;"Credit";"5113504585644200";"2028-03-27";"186"
15426;35741;"Credit";"36809075286650";"2027-10-05";"363"
15427;32055;"Debit";"676270184077";"2028-04-29";"363"
15428;41764;"Debit";"3524372520779905";"2025-12-10";"763"
15429;30958;"Debit";"30398352042560";"2027-09-20";"807"
15430;38787;"Credit";"4900987392128770752";"2028-12-02";"915"
15431;5741;"Credit";"4408364963914619";"2028-09-08";"572"
15432;18261;"Debit";"3596337756731188";"2029-08-11";"102"
15433;13514;"Debit";"501897816028";"2028-07-04";"700"
15434;41370;"Credit";"4015058759040721";"2027-12-05";"491"
15435;12794;"Credit";"30203428906956";"2028-06-02";"867"
15436;12696;"Debit";"060408879702";"2030-11-24";"626"
15437;48454;"Credit";"6538017070407236";"2027-04-04";"149"
15438;40222;"Debit";"36063235225014";"2030-01-08";"696"
15439;35531;"Credit";"6011483668336722";"2030-02-03";"407"
15440;6158;"Debit";"4902850465526555";"2026-08-14";"403"
15441;8052;"Debit";"2285437937355119";"2026-01-11";"408"
15442;24352;"Debit";"580226051051";"2030-06-25";"701"
15443;42823;"Debit";"4406959866208";"2029-10-24";"939"
15444;13919;"Debit";"4190032947637";"2026-05-06";"759"
15445;29756;"Debit";"213142062714376";"2030-12-06";"641"
15446;35608;"Credit";"4402895563839280236";"2029-08-15";"490"
15447;33023;"Credit";"6011637545671284";"2028-01-17";"406"
15448;22431;"Credit";"3551500086462559";"2027-06-15";"809"
15449;15250;"Credit";"213146874235249";"2030-11-11";"740"
15450;46860;"Credit";"30322190201840";"2028-03-23";"447"
15451;25589;"Credit";"6011495768208197";"2027-02-03";"739"
15452;47681;"Debit";"2255774249453307";"2026-12-22";"916"
15453;4648;"Debit";"639047361063";"2030-08-08";"156"
15454;21046;"Credit";"4125881715198";"2029-08-31";"152"
15455;45928;"Credit";"3570312457426529";"2027-01-01";"491"
15456;36531;"Credit";"3515526684466689";"2028-07-13";"286"
15457;29107;"Credit";"376616474066650";"2030-07-18";"788"
15458;18636;"Debit";"4548247939691";"2028-01-01";"516"
15459;47079;"Debit";"38658305054596";"2028-07-10";"110"
15460;14268;"Credit";"30481725609412";"2027-10-05";"385"
15461;2841;"Credit";"377269190043113";"2029-07-14";"498"
15462;6957;"Credit";"4607738379005";"2026-03-10";"343"
15463;17015;"Credit";"2662972310701458";"2027-08-28";"723"
15464;34861;"Credit";"4117931180002";"2030-09-19";"397"
15465;13950;"Credit";"2221939842929984";"2030-05-09";"366"
15466;9390;"Credit";"4785293066472683";"2029-10-31";"416"
15467;21501;"Credit";"3524020841604480";"2026-04-24";"932"
15468;2629;"Credit";"4364680763133901948";"2028-11-12";"648"
15469;44679;"Debit";"4296142607639457622";"2026-09-25";"360"
15470;21850;"Debit";"560993050767";"2028-09-23";"683"
15471;10939;"Credit";"4483807649038656";"2029-11-20";"953"
15472;36046;"Credit";"4656126064543053";"2030-01-24";"141"
15473;5628;"Debit";"3546315407823795";"2028-08-23";"176"
15474;18765;"Debit";"346485972250001";"2028-06-07";"343"
15475;38888;"Debit";"4900665008086889";"2026-01-05";"716"
15476;19468;"Credit";"4840093487848849";"2028-01-08";"517"
15477;18236;"Credit";"378503326696546";"2026-04-06";"654"
15478;24873;"Debit";"4375472465077494876";"2026-12-19";"212"
15479;42141;"Credit";"213129875844771";"2029-09-11";"315"
15480;33150;"Debit";"349407400822034";"2028-06-06";"486"
15481;36353;"Credit";"4857729055335178";"2029-01-29";"617"
15482;46753;"Credit";"4575597895264705";"2028-07-26";"896"
15483;40687;"Credit";"4182481058046727";"2029-06-01";"772"
15484;13859;"Debit";"4878218499495561";"2028-11-25";"805"
15485;35329;"Debit";"30068563142463";"2027-12-22";"467"
15486;20758;"Credit";"4571357716713139406";"2028-12-19";"626"
15487;43808;"Credit";"4121567375327941";"2027-07-05";"355"
15488;2371;"Debit";"4665579151100139";"2029-01-25";"977"
15489;20556;"Debit";"213139429819559";"2029-03-14";"562"
15490;30604;"Debit";"501867151125";"2027-01-06";"990"
15491;13207;"Debit";"4052787707253507";"2029-09-24";"652"
15492;7359;"Debit";"30122752439261";"2030-07-23";"746"
15493;47586;"Credit";"3541227335894340";"2026-05-08";"576"
15494;46795;"Debit";"373884893870358";"2027-06-10";"799"
15495;5554;"Credit";"4687383591464410930";"2028-12-27";"580"
15496;40064;"Credit";"4797433811023151";"2026-09-22";"403"
15497;34427;"Debit";"340255492985139";"2030-03-15";"668"
15498;26552;"Credit";"3557394670806544";"2027-07-19";"666"
15499;22441;"Credit";"4762368188851";"2029-03-17";"752"
15500;8110;"Credit";"30523194967894";"2029-11-25";"554"
15501;25560;"Credit";"676338017269";"2027-08-14";"719"
15502;44099;"Credit";"2257608733702753";"2029-08-15";"183"
15503;4120;"Credit";"4391856739829434";"2028-03-02";"658"
15504;28778;"Credit";"3520875928665181";"2026-10-30";"320"
15505;30234;"Debit";"30351838509470";"2029-03-29";"820"
15506;16064;"Credit";"4713759091500133";"2029-02-27";"597"
15507;33655;"Credit";"3529452563931459";"2030-01-21";"556"
15508;41003;"Credit";"3528850743836822";"2030-05-21";"445"
15509;39472;"Debit";"3512817998706552";"2026-08-18";"793"
15510;10940;"Debit";"3549628475165056";"2029-01-11";"743"
15511;26731;"Credit";"3513784129764745";"2027-10-20";"922"
15512;46400;"Credit";"676108318467";"2029-01-17";"106"
15513;36523;"Debit";"3563899335906135";"2029-06-25";"690"
15514;26876;"Debit";"4765365313497";"2028-09-22";"403"
15515;34965;"Debit";"373955333873135";"2026-11-17";"639"
15516;31947;"Debit";"4601974173410045";"2026-01-07";"426"
15517;47310;"Debit";"4149241083055";"2030-06-12";"720"
15518;1231;"Credit";"6011958514114167";"2029-01-03";"649"
15519;15368;"Credit";"4835012422734";"2028-05-08";"356"
15520;40636;"Credit";"3588302191208689";"2028-10-11";"275"
15521;18028;"Debit";"5109473527483984";"2030-10-13";"353"
15522;18119;"Credit";"4460458402924807933";"2028-04-18";"297"
15523;6780;"Credit";"3595286157103045";"2029-05-14";"523"
15524;48765;"Credit";"4346618942372";"2028-05-08";"339"
15525;27034;"Credit";"36729820732495";"2028-07-25";"973"
15526;17137;"Credit";"6507389389224900";"2028-03-15";"141"
15527;19580;"Credit";"3518793413712471";"2026-06-06";"162"
15528;25601;"Credit";"3540475844623640";"2027-01-26";"861"
15529;46228;"Debit";"180052845661647";"2030-08-20";"174"
15530;19488;"Debit";"6011105735455264";"2026-12-03";"445"
15531;12098;"Debit";"4248465021104";"2030-09-09";"327"
15532;18868;"Credit";"30257875158065";"2029-07-22";"538"
15533;38528;"Debit";"30459785641376";"2026-07-24";"880"
15534;26196;"Debit";"180001194607784";"2029-09-26";"153"
15535;12167;"Credit";"4741238682202";"2028-08-24";"156"
15536;41516;"Credit";"3548532636871142";"2030-05-30";"175"
15537;18169;"Credit";"4663883569536005";"2028-11-10";"555"
15538;7671;"Credit";"4237822941073376316";"2027-07-24";"970"
15539;16839;"Credit";"3520702597229125";"2026-01-15";"486"
15540;49774;"Credit";"4776981989029058";"2029-06-27";"142"
15541;47141;"Debit";"213178856406068";"2028-09-06";"670"
15542;30441;"Credit";"4882560548302705535";"2030-03-04";"574"
15543;18091;"Debit";"2501075033619596";"2029-03-24";"594"
15544;20453;"Debit";"30376846173753";"2027-07-09";"628"
15545;15607;"Credit";"4015172948949";"2028-06-06";"613"
15546;25089;"Credit";"3595081149842739";"2027-09-11";"934"
15547;18963;"Credit";"213198825222412";"2028-01-05";"976"
15548;31995;"Credit";"4285296491240349";"2029-04-08";"895"
15549;17578;"Debit";"38037495037960";"2029-02-28";"478"
15550;28666;"Credit";"4082243549926656";"2026-08-04";"518"
15551;11881;"Debit";"345713865569810";"2029-02-24";"282"
15552;20150;"Debit";"4456513392828300";"2028-07-14";"115"
15553;9309;"Credit";"4868190721907790";"2026-03-18";"697"
15554;12819;"Credit";"060495617593";"2026-12-15";"687"
15555;15288;"Debit";"676238634015";"2030-07-07";"406"
15556;1155;"Credit";"3592617158771047";"2026-06-30";"295"
15557;13203;"Credit";"344545788914637";"2027-10-27";"506"
15558;19257;"Debit";"630423353758";"2030-07-19";"352"
15559;18549;"Debit";"503873710381";"2026-11-23";"704"
15560;3648;"Debit";"4030818839861383";"2026-11-25";"326"
15561;48462;"Credit";"4646957313494728377";"2025-12-23";"500"
15562;40950;"Credit";"4690808096728186";"2025-12-23";"280"
15563;43534;"Debit";"3510529188527993";"2027-01-08";"615"
15564;4966;"Debit";"4318959881355568748";"2026-06-22";"149"
15565;48765;"Debit";"4638727358640241";"2026-12-20";"113"
15566;39886;"Credit";"4254681987843796";"2027-12-28";"913"
15567;7191;"Debit";"4408868598563294";"2026-06-23";"162"
15568;21715;"Credit";"6011871149888610";"2026-05-24";"519"
15569;8235;"Credit";"4735763753545";"2030-10-08";"808"
15570;8516;"Debit";"6011529129700367";"2030-04-25";"628"
